"Name","ID","Date","Time","Location","X","X.1","Latitude","Longitude","Temperature","X.2","Speed","Power","TidFix","nSats","nAlt","fHDOP","nActivity","datetime","Sex","Patch.ID","region","spp"
"T3HS-7351",300434066985790,2023-03-12,"18:00","//maps.google.com/maps?q=57.145231666667,-2.342525000000",NA,NA,57.145232,-2.342525,NA,NA,0,"3 V",41,15,NA,NA,";",2023-03-12 18:00:01,"F",1670,"Aberdeenshire","roe"
"T3HS-7351",300434066985790,2023-03-13,"00:00","//maps.google.com/maps?q=57.147280000000,-2.338880000000",NA,NA,57.14728,-2.33888,NA,NA,0,"3 V",40,15,NA,NA,";",2023-03-13 00:00:01,"F",1670,"Aberdeenshire","roe"
"T3HS-7351",300434066985790,2023-03-13,"06:00","//maps.google.com/maps?q=57.143511666667,-2.340133333333",NA,NA,57.143512,-2.340133,NA,NA,0,"3 V",40,13,NA,NA,";",2023-03-13 06:00:01,"F",1670,"Aberdeenshire","roe"
"T3HS-7351",300434066985790,2023-03-13,"12:00","//maps.google.com/maps?q=57.146940000000,-2.343148333333",NA,NA,57.14694,-2.343148,NA,NA,0,"3 V",42,12,NA,NA,";",2023-03-13 12:00:01,"F",1670,"Aberdeenshire","roe"
"T3HS-7351",300434066985790,2023-03-13,"18:00","//maps.google.com/maps?q=57.143321666667,-2.344741666667",NA,NA,57.143322,-2.344742,NA,NA,0,"3 V",41,9,NA,NA,";",2023-03-13 18:00:01,"F",1670,"Aberdeenshire","roe"
"T3HS-7351",300434066985790,2023-03-14,"00:00","//maps.google.com/maps?q=57.147141666667,-2.338105000000",NA,NA,57.147142,-2.338105,NA,NA,0,"3 V",30,9,NA,NA,";",2023-03-14 00:00:01,"F",1670,"Aberdeenshire","roe"
"T3HS-7351",300434066985790,2023-03-14,"06:00","//maps.google.com/maps?q=57.144460000000,-2.338498333333",NA,NA,57.14446,-2.338498,NA,NA,0,"3 V",50,10,NA,NA,";",2023-03-14 06:00:01,"F",1670,"Aberdeenshire","roe"
"T3HS-7351",300434066985790,2023-03-14,"12:00","//maps.google.com/maps?q=57.141525000000,-2.342546666667",NA,NA,57.141525,-2.342547,NA,NA,0,"3 V",53,8,NA,NA,";",2023-03-14 12:00:01,"F",1670,"Aberdeenshire","roe"
"T3HS-7351",300434066985790,2023-03-14,"18:00","//maps.google.com/maps?q=57.143693333333,-2.343120000000",NA,NA,57.143693,-2.34312,NA,NA,0,"3 V",51,9,NA,NA,";",2023-03-14 18:00:01,"F",1670,"Aberdeenshire","roe"
"T3HS-7351",300434066985790,2023-03-15,"00:00","//maps.google.com/maps?q=57.145710000000,-2.343095000000",NA,NA,57.14571,-2.343095,NA,NA,0,"3 V",30,8,NA,NA,";",2023-03-15 00:00:01,"F",1670,"Aberdeenshire","roe"
