"Animal_ID","variable","est","se","sig","variableType","colour","Animal_ID_colour"
"Roe02_F","Road Crossing",-0.0601304630411277,0.0998175978417685,"Not Significant","Other","#505050","<i style='color:#505050'>Roe02_F</i>"
"Roe02_F","sl_",0.00032987110406392,0.000297105256879208,"Significant +","Step","#B54D17","<i style='color:#B54D17'>Roe02_F</i>"
"Roe02_F","log sl_ ",0.0129210053038818,0.0435530121957369,"Not Significant","Step","#505050","<i style='color:#505050'>Roe02_F</i>"
"Roe02_F","cos ta_ ",-0.622277798633765,0.0363341993239721,"Significant -","Other","#E79559","<i style='color:#E79559'>Roe02_F</i>"
"Roe01_F","Evergreen Needleleaf Forest",-0.734304750251311,0.197908014672198,"Significant -","Landuse","#E79559","<i style='color:#E79559'>Roe01_F</i>"
"Roe01_F","Cropland",-0.85699194034713,0.190977767682433,"Significant -","Landuse","#E79559","<i style='color:#E79559'>Roe01_F</i>"
"Roe01_F","Tall Grassland",-0.288353377984486,0.108356595373765,"Significant -","Landuse","#E79559","<i style='color:#E79559'>Roe01_F</i>"
"Roe01_F","Short Grassland",NA,0,NA,"Landuse",NA,"<i style='color:NA'>Roe01_F</i>"
"Roe01_F","Open Shrubland",NA,0,NA,"Landuse",NA,"<i style='color:NA'>Roe01_F</i>"
"Roe01_F","Barren",NA,0,NA,"Landuse",NA,"<i style='color:NA'>Roe01_F</i>"
"Roe01_F","Permanent Wetland",-13.9667382452058,2427.65899658379,"Not Significant","Landuse","#505050","<i style='color:#505050'>Roe01_F</i>"
"Roe01_F","Human Settlements",-14.1985526869764,799.539020079557,"Not Significant","Landuse","#505050","<i style='color:#505050'>Roe01_F</i>"
"Roe01_F","Other",-14.3646649354846,1424.35024648215,"Not Significant","Landuse","#505050","<i style='color:#505050'>Roe01_F</i>"
"Roe01_F","Distance to Woodland",-0.0021825281324858,0.000750729100070864,"Significant -","Distance","#E79559","<i style='color:#E79559'>Roe01_F</i>"
"Roe01_F","Distance to Hedges",0.00125917478536422,0.000315825535827803,"Significant +","Distance","#B54D17","<i style='color:#B54D17'>Roe01_F</i>"
"Roe01_F","Road Crossing",-0.505812143158094,0.0994067330006153,"Significant -","Other","#E79559","<i style='color:#E79559'>Roe01_F</i>"
"Roe01_F","sl_",0.000656176864139406,0.000249048280532707,"Significant +","Step","#B54D17","<i style='color:#B54D17'>Roe01_F</i>"
"Roe01_F","log sl_ ",0.0305206013352389,0.0381577709419956,"Not Significant","Step","#505050","<i style='color:#505050'>Roe01_F</i>"
"Roe01_F","cos ta_ ",-0.741317544401459,0.0371880664418954,"Significant -","Other","#E79559","<i style='color:#E79559'>Roe01_F</i>"
