"Animal_ID","longestAxisRange_m"
"Roe01_F",1527.9016753733
"Roe02_F",1638.50562149928
"Roe04_F",1270.54657547646
"Roe05_F",2016.29576085233
"Roe06_F",1333.87925283677
"Roe08_M",1910.95105790924
"Roe09_M",1346.05003088699
"Roe10_F",1479.02112178602
"Roe11_F",1041.96941750835
"Roe12_F",992.110213986071
"Roe13_F",1470.7457312112
"Roe14_M",2309.10075118492
"Roe15_F",1309.96358803965
