"low","est","high","level","unit","Animal_ID","region","Sex","DOF_area","bestModel"
23.659647653156,26.1096434698751,28.6786068016006,0.9,"area (hectares)","Roe12_F","Aberdeenshire","F",415.668837273454,"OUF anisotropic"
30.756632280101,33.9415326440997,37.2810862035292,0.95,"area (hectares)","Roe12_F","Aberdeenshire","F",415.668837273454,"OUF anisotropic"
46.3555803016757,51.1557776455083,56.1890641830607,0.99,"area (hectares)","Roe12_F","Aberdeenshire","F",415.668837273454,"OUF anisotropic"
46.3081439036656,49.4405485463598,52.6740120610684,0.9,"area (hectares)","Roe13_F","Aberdeenshire","F",926.670272012487,"OU anisotropic"
62.4476752189955,66.6718002063491,71.0322055773579,0.95,"area (hectares)","Roe13_F","Aberdeenshire","F",926.670272012487,"OU anisotropic"
112.554627432535,120.168118447416,128.027238907347,0.99,"area (hectares)","Roe13_F","Aberdeenshire","F",926.670272012487,"OU anisotropic"
72.8950966327764,83.3993922449901,94.6004126093226,0.9,"area (hectares)","Roe14_M","Aberdeenshire","M",226.680291704261,"OU anisotropic"
107.299164174182,122.761138867858,139.248669284965,0.95,"area (hectares)","Roe14_M","Aberdeenshire","M",226.680291704261,"OU anisotropic"
195.809606439995,224.026072084025,254.114068267298,0.99,"area (hectares)","Roe14_M","Aberdeenshire","M",226.680291704261,"OU anisotropic"
23.8052202047349,25.5403717912477,27.3356945898672,0.9,"area (hectares)","Roe15_F","Aberdeenshire","F",803.988256215569,"OU anisotropic"
30.95664667086,33.2130624537049,35.5477257359184,0.95,"area (hectares)","Roe15_F","Aberdeenshire","F",803.988256215569,"OU anisotropic"
49.2133537303152,52.8004925203941,56.5120253349902,0.99,"area (hectares)","Roe15_F","Aberdeenshire","F",803.988256215569,"OU anisotropic"
